0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,22,23,24,25,26,27,28
性別,球員,#,聯盟,球隊,連結,現役,身份,新秀,聯盟身份,位置,身高,體重,生日,學歷,入隊方式,前球隊,class,合約,,剩餘年限,備注,連結,,自由球員,GP,PPG,RPG,APG
men,捷翼,13,TPBL,dea,,active,import,,洋將,G,192,99,1997/01/14,-,加盟: 2024/07/25,,,2024-25,,,,,,,,,,
men,陳鈺安,13,TPBL,dea,https://ctbcdea.com.tw/team/120,active,local,2022Rookie,本土,F,192,88,2000/05/26,北市大學,2022 T1 選秀 - R2 指名,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,林韋翰,16,TPBL,dea,https://ctbcdea.com.tw/team/114,active,local,,本土,G,178,71,1990/07/09,輔仁大學,加盟: 2021-22賽季,,,2021-22,3年,0,,3年合約,https://sports.ettoday.net/news/2211173,,,,,
men,黃泓瀚,22,TPBL,dea,https://ctbcdea.com.tw/team/194,active,local,,本土,F,192,92,1994/10/15,健行科大,加盟: 2023-24賽季,,,2023-24,複數年,,,複數年合約,https://www.instagram.com/p/CvZQkvEPe4c/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,葛瑞飛,25,TPBL,dea,,active,import,,洋將,C,203,107,1998/04/30,-,加盟: 2024/08/06,,,2024-25,,,,,,,,,,
men,施晉堯,28,TPBL,dea,https://pleagueofficial.com/player/65,active,local,,本土,G,188,86,1990/10/28,文化大學,加盟: 2024/07/18,steelers,,2024-25,複數年,,,複數年合約,https://www.instagram.com/p/C9jaEU2TY_a/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,完成簽約,32,7.0,2.7,2.6
men,劉韋辰,30,TPBL,dea,https://ctbcdea.com.tw/team/17,active,local,,本土,F,190,84,1988/11/27,明道大學,加盟: 2021-22賽季,,,2021-22,,,,,,,,,,
men,曾文鼎,76,TPBL,dea,https://ctbcdea.com.tw/team/121,active,local,,本土,C,204,98,1984/07/06,北市大學,加盟: 2022-23賽季,,,2022-23,3年,1,,3年合約,https://www.instagram.com/p/CjH9gCtPX8y/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,李沛澄,77,TPBL,dea,https://ctbcdea.com.tw/team/195,active,local,2023Rookie,本土,G,181,79,2000/10/25,輔仁大學,2023 T1 選秀 - #6 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,陳孝榕,0,TPBL,leopards,https://t-leopards.com/team/140,active,local,2022Rookie,本土,G,180,70,1999/11/06,臺灣科大,2022 T1 選秀 - R1 指名,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,鄭瑋,1,TPBL,leopards,https://t-leopards.com/team/21,active,local,,本土,G,180,90,1991/01/08,實踐大學,加盟: 2021-22賽季,,,2022-23,2+1年,0+1,,提前換約,https://www.instagram.com/p/ChEkCAiv1kI/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,高錦瑋,5,TPBL,leopards,https://t-leopards.com/team/198,active,local,2023Rookie,本土,G,177,66,2000/10/23,健行科大,2023 T1 選秀 - #2 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,盧捷閔,7,TPBL,leopards,https://t-leopards.com/team/24,active,local,,本土,G,184,88,1995/10/12,輔仁大學,加盟: 2021-22賽季,,,2022-23,2+1年,0+1,,提前換約,https://www.instagram.com/p/ChEkCAiv1kI/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,汪哲宇,8,TPBL,leopards,,active,local,2024Rookie,本土,F,190,88,2002/03/18,臺灣科大,2024 TPBL 選秀 - #3 順位,,2024Draft,2024-25,24' 新秀合約,,,,,,,,,
men,丁冠皓,10,TPBL,leopards,https://pleagueofficial.com/player/375,active,local,2023Rookie,本土,F,192,90,2000/10/23,健行科大,交易 from 夢想家: 2024/07/08,dreamers,2023Draft trade,2023-24,23' 新秀合約,,,,,,,,,
men,朱億宗,10,TPBL,leopards,https://t-leopards.com/team/6,active,local,,本土,F,186,85,1986/08/04,醒吾科大,加盟: 2023-24賽季,,,,未知,,,,,,,,,
men,莊博元,11,TPBL,leopards,,active,local,2024Rookie,本土,G,185,85,2000/12/01,輔仁大學,2024 TPBL 選秀 - #9 順位,,2024Draft,2024-25,24' 新秀合約,,,,,,,,,
men,林信寬,12,TPBL,leopards,https://t-leopards.com/team/199,active,local,2023Rookie,本土,F,192,97,2002/05/09,臺灣師大,2023 T1 選秀 - #1 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,楊盛硯,18,TPBL,leopards,https://pleagueofficial.com/player/93,active,local,,本土,G,178,80,1997/01/18,國立體大,交易 from 夢想家: 2024/07/20,dreamers,trade,,2年,,2023-24 延長合約,延長2年,https://www.instagram.com/p/Cvgj0NFPbhs/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,克羅馬,24,T1,leopards,https://t-leopards.com/team/201,active,import,,洋將,F,198,91,1991/06/24,-,加盟: 2023-24賽季,,extension,2024-25,,,,,,,,,,
men,黃鎮,27,TPBL,leopards,https://t-leopards.com/team/5,active,local,,本土,G,193,86,1990/06/27,輔仁大學,加盟: 2023-24賽季,,,,未知,,,,,,,,,
men,董永全,31,TPBL,leopards,https://sleague.tw/player/oldRoster/7009,active,local,2022Rookie,本土,-,191,-,1999/10/14,臺灣師大,加盟: 2024/07/31,beer,,2024-25,,,,,,,,,,
men,吳沛嘉,32,TPBL,leopards,https://t-leopards.com/team/212,active,local,2023Rookie,本土,C,205,100,1999/09/27,世新大學,加盟: 2023-24賽季,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,王皓吉,33,TPBL,leopards,https://sleague.tw/player/oldRoster/213,active,local,,本土,-,195,-,1989/09/22,醒吾科大,加盟: 2024/07/31,beer,,2024-25,,,,,,,,,,
men,威廉斯,41,T1,leopards,https://t-leopards.com/team/202,active,import,,洋將,F,206,122,1994/05/31,-,加盟: 2023-24賽季,,extension,2024-25,,,,,,,,,,
men,呂濟而,72,TPBL,leopards,https://ghosthawks.tw/team/13,active,local,,本土,G,187,80,1992/01/15,高雄師大,加盟: 2024/07/05,ghosthawks,,2024-25,,,,,,完成簽約,24,3.8,0.9,0.8
men,阿拉薩,77,TPBL,leopards,,active,uba_import,2023Rookie,洋將,C,205,105,2002/01/08,臺灣藝大,加盟: 2023-24賽季,,,2023-24,複數年,,,複數年合約,https://www.instagram.com/p/CvgmLJ7BTw3/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,劉元凱,82,TPBL,leopards,https://t-leopards.com/team/142,active,local,,本土,C,206,105,1991/07/09,輔仁大學,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,李漢昇,0,TPBL,lioneers,https://ghosthawks.tw/team/51,active,local,2020Rookie,本土,G,177,76,1994/10/24,臺灣師大,加盟: 2024/07/10,ghosthawks,,2024-25,,,,,,完成簽約,27,8.3,1.9,4.0
men,施顏宗,1,TPBL,lioneers,https://pleagueofficial.com/player/214,active,local,,本土,F,192,91,1992/05/29,義守大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,姜廣謙,2,TPBL,lioneers,https://pleagueofficial.com/player/300,active,local,2020Rookie,本土,G,184,81,1998/05/07,臺灣藝大,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,王子綱,3,TPBL,lioneers,https://pleagueofficial.com/player/368,active,local,,本土,G,183,73,1993/01/27,高雄師大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,高國豪,4,TPBL,lioneers,https://pleagueofficial.com/player/84,active,local,2020Rookie,本土,G,180,76,1998/09/22,NCAA D1 SEMO,加盟: 2020-21賽季 (新秀),,,2021-22,5年,2,,提前換約,https://www.instagram.com/p/CUHEEeIhKBU/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,曾柏喻,7,TPBL,lioneers,https://pleagueofficial.com/player/301,active,local,2021Rookie,本土,G,184,88,1996/12/03,明道大學,2022 PLG 選秀 - #10 順位,,extension,2024-25,3年,3,,續約3年,https://www.instagram.com/p/C9T9tOlSVrQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,已續約,39,7.2,2.5,2.8
men,朱雲豪,8,TPBL,lioneers,https://pleagueofficial.com/player/223,active,local,2021Rookie,本土,F,195,94,1997/11/03,健行科大,2021 PLG 選秀 - #1 順位,,2021Draft,2021-22,3+1年 (球隊選擇權),0+1,,合約,https://www.instagram.com/p/CUHEEeIhKBU/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,田浩,9,TPBL,lioneers,https://pleagueofficial.com/player/82,active,local,2020Rookie,本土,G,174,70,1998/09/16,政治大學,加盟: 2020-21賽季 (新秀),,,2020-21,3+1年 (球隊選擇權),0,,合約,https://www.instagram.com/p/CUHEEeIhKBU/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,蕭順議,11,TPBL,lioneers,https://pleagueofficial.com/player/80,active,local,,本土,F,193,86,1992/10/23,臺灣藝大,加盟: 2020-21賽季,,,2023-24,2年,1,,續約2年,https://www.instagram.com/p/CuOfW6QLL_A/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,李家瑞,12,TPBL,lioneers,https://pleagueofficial.com/player/79,active,local,,本土,F,200,97,1994/12/04,HBL 基隆商工,加盟: 2020-21賽季,,,2021-22,4+1年 (球隊選擇權),1+1,,換約,https://www.instagram.com/p/CUHEEeIhKBU/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,劉光尚,17,TPBL,lioneers,https://pleagueofficial.com/player/370,active,local,2023Rookie,本土,F,192,88,1999/09/30,輔仁大學,加盟: 2023-24賽季 (新秀),,,2023-24,,,,,,,,,,
men,周伯勳,20,TPBL,lioneers,https://pleagueofficial.com/player/371,active,local,,本土,F,197,94,1991/03/06,明道大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,呂奇旻,23,TPBL,lioneers,https://pleagueofficial.com/player/303,active,local,,本土,G,188,90,1989/10/27,臺灣體大,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,蔡宸綱,35,TPBL,lioneers,,active,local,2024Rookie,本土,F,196,96,2002/11/08,健行科大,2024 TPBL 選秀 - #2 順位,,2024Draft,2024-25,24' 新秀合約,,,,,,,,,
men,盧冠軒,42,TPBL,lioneers,https://pleagueofficial.com/player/399,active,local,,本土,G,184,88,1995/04/02,臺灣師大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,李啓瑋,75,TPBL,lioneers,https://t-leopards.com/team/4,active,local,,本土,G,192,87,1993/04/08,明道大學,加盟: 2024/07/03,leopards,,2024-25,,,,,,完成簽約,16,7.8,2.5,1.3
men,陳振傑,0,TPBL,dreamers,https://pleagueofficial.com/player/148,active,local,2020Rookie,本土,G,185,85,1997/09/16,NAIA Grand View,加盟: 2020-21賽季 (新秀),,extension,2024-25,3年,3,,續約3年,https://www.instagram.com/p/C8_JBMxPx3e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,已續約,32,7.4,2.6,0.9
men,馬建豪,2,TPBL,dreamers,https://www.cbaleague.com/data/#/playerMain?playerId=100012981,active,local,2022Rookie,本土,F,202,82,2001/04/29,NCAA D1 Georgia St.,加盟: 2024/08/09,CBA 江蘇,,2024-25,,,,,,完成簽約,50,9.3,2.6,1.1
men,張宗憲,3,TPBL,dreamers,https://pleagueofficial.com/player/43,active,local,,本土,G,193,88,1988/12/27,NCAA D2 BYU-Hawaii,加盟: 2024/07/12,braves,,2024-25,,,,,,完成簽約,16,3.6,1.3,1.8
men,吳家駿,3,TPBL,dreamers,https://pleagueofficial.com/player/215,active,local,,本土,G,174,68,1994/03/03,國立體大,交易 from 領航猿: 2022/07/14,,extension,2024-25,3年,3,,續約3年,https://www.instagram.com/p/C8_JBMxPx3e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,已續約,29,3.1,1.7,2.0
men,王振原,8,TPBL,dreamers,https://sleague.tw/player/oldRoster/7019,active,local,2021Rookie,本土,G,175,75,1998/09/02,政治大學,2021 PLG 選秀 - #14 順位,bll,,2022-23,,,,,,,,,,
men,林俊吉,11,TPBL,dreamers,https://pleagueofficial.com/player/90,active,local,2020Rookie,本土,G,173,70,1998/01/29,健行科大,加盟: 2020-21賽季 (新秀),,,,未知,3,延長至2026-27賽季,延長,https://www.instagram.com/p/Cvgj0NFPbhs/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,蔣淯安,14,TPBL,dreamers,https://t-leopards.com/team/1,active,local,,本土,G,174,66,1991/08/04,臺灣體大,加盟: 2024/07/02,leopards,,2024-25,5年,5,,5年合約,https://www.instagram.com/p/C85_dczhyIm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,完成簽約,20,15.6,3.9,5.2
men,簡偉儒,20,TPBL,dreamers,https://ghosthawks.tw/team/154,active,local,,本土,G,186,85,1992/01/20,臺灣師大,加盟: 2024/07/17,ghosthawks,,2024-25,,,,,,完成簽約,23,4.5,1.6,1.0
men,簡浩,21,TPBL,dreamers,https://pleagueofficial.com/player/222,active,local,,本土,F,200,90,1985/03/07,NAIA Madonna,加盟: 2021-22賽季,,,,2年,,2023-24 延長合約,延長2年,https://www.instagram.com/p/Cvgj0NFPbhs/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,忻沃克,24,TPBL,dreamers,https://pleagueofficial.com/player/155,active,taiwanese,2020Rookie,華裔,F,196,93,1998/09/21,NCAA D3 TCNJ,加盟: 2020-21賽季 (新秀),,,2023-24,2年,1,,續約2年,https://www.instagram.com/p/CvEQB75vjOk/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,李德威,26,TPBL,dreamers,https://pleagueofficial.com/player/94,active,local,,本土,C,200,110,1991/10/15,HBL 能仁家商,加盟: 2020-21賽季,,extension,2024-25,3年,3,,續約3年,https://www.instagram.com/p/C8_JBMxPx3e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,已續約,15,1.4,1.2,0.1
men,史承平,27,TPBL,dreamers,,active,local,2024Rookie,本土,F,190,80,1999/10/01,義守大學,2024 TPBL 選秀 - #8 順位,,2024Draft,2024-25,24' 新秀合約,,,,,,,,,
men,盧冠良,28,TPBL,dreamers,https://pleagueofficial.com/player/278,active,local,,本土,G,185,85,1991/04/09,臺灣藝大,加盟: 2022-23賽季,,extension,2024-25,3年,3,,續約3年,https://www.instagram.com/p/C8_JBMxPx3e/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,已續約,35,6.5,2.6,1.8
men,高柏鎧,34,TPBL,dreamers,https://pleagueofficial.com/player/212,active,naturalized,,洋將,C,213,110,1996/12/09,-,加盟: 2021-22賽季,,extension,2024-25,,,,,,,,,,
men,周柏臣,88,TPBL,dreamers,https://pleagueofficial.com/player/279,active,local,,本土,C,198,98,1990/08/08,臺灣師大,加盟: 2022-23賽季,,,2022-23,,,,,,,,,,
men,魏莨哲,0,TPBL,aquas,,active,local,2024Rookie,本土,G,185,72,2001/11/28,高雄師大,2024 TPBL 選秀 - #4 順位,,2024Draft,2024-25,24' 新秀合約,,,,,,,,,
men,布銳克曼,5,TPBL,aquas,https://ktown-aquas.com/team/82,active,import,,洋將,G,179,79,1991/11/19,-,加盟: 2021-22賽季,,,2023-24,,,,,,,,,,
men,于煥亞,7,TPBL,aquas,https://ktown-aquas.com/team/53,active,local,,本土,G,182,80,1993/11/30,臺灣師大,加盟: 2021-22賽季,,,2022-23,,,,,,,,,,
men,邱子軒,8,TPBL,aquas,https://ktown-aquas.com/team/137,active,local,2022Rookie,本土,G,190,90,1999/12/08,義守大學,2022 T1 選秀 - R1 指名,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,胡瓏貿,10,TPBL,aquas,https://ktown-aquas.com/team/60,active,local,,本土,F,195,97,1992/12/22,NCAA D2 Chaminade,加盟: 2021-22賽季,,extension,2024-25,3年,3,,續約3年,https://www.instagram.com/p/C8YySmsP802/?utm_source=ig_web_copy_link,已續約,25,15.3,5.9,2.6
men,唐維傑,11,TPBL,aquas,https://ktown-aquas.com/team/206,active,local,2023Rookie,本土,F,192,89,1999/09/25,NCAA D1 VMI,2023 T1 選秀 - #5 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,林任鴻,12,TPBL,aquas,https://ktown-aquas.com/team/55,active,local,,本土,F,194,88,1993/12/18,臺灣師大,加盟: 2021-22賽季,,,2022-23,,,,,,,,,,
men,比斯赫,14,TPBL,aquas,,active,import,,洋將,C,208,-,1997/07/28,-,加盟: 2024/08/02,,,2024-25,,,,,,,,,,
men,吳怡斌,18,TPBL,aquas,https://ktown-aquas.com/team/58,active,local,,本土,F,200,90,1992/08/29,義守大學,加盟: 2021-22賽季,,,2023-24,,,,,,,,,,
men,呂威霆,21,TPBL,aquas,https://ktown-aquas.com/team/61,active,local,2021Rookie,本土,C,200,100,1997/04/16,義守大學,加盟: 2021-22賽季 (新秀),,extension,2024-25,,,,,,已續約,27,3.2,2.3,0.6
men,摩爾斯,22,TPBL,aquas,,active,import,,洋將,F,206,-,1994/04/13,-,加盟: 2024/07/26,,,2024-25,,,,,,,,,,
men,蘇文儒,24,TPBL,aquas,https://ktown-aquas.com/team/52,active,local,2021Rookie,本土,G,187,80,1997/10/16,義守大學,2021 T1 選秀 - R2 指名,,extension,2024-25,,,,,,已續約,27,1.8,1.4,0.5
men,余純安,28,TPBL,aquas,https://ktown-aquas.com/team/56,active,local,,本土,G,189,83,1992/02/13,臺灣師大,加盟: 2021-22賽季,,,2021-22,4年,1,,4年合約,https://www.instagram.com/p/CQvDXhal1se/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,,,,,
men,威勝,34,TPBL,aquas,,active,import,,洋將,C,208,-,1999/07/27,-,加盟: 2024/07/29,,,2024-25,,,,,,,,,,
men,吳曉謹,57,TPBL,aquas,https://ktown-aquas.com/team/57,active,local,,本土,F,190,83,1995/08/28,高雄師大,加盟: 2021-22賽季,,,2023-24,,,,,,,,,,
men,陳懷安,66,TPBL,aquas,https://ktown-aquas.com/team/54,active,local,,本土,G,186,90,1997/04/29,臺灣藝大,加盟: 2021-22賽季,,,2021-22,,,,,,,,,,
men,勤明慶,85,TPBL,aquas,https://ktown-aquas.com/team/59,active,local,,本土,C,195,110,1994/11/14,臺灣師大,加盟: 2021-22賽季,,,2023-24,,,,,,,,,,
men,王新瑋,1,SBL,beer,https://sleague.tw/player/oldRoster/5905,active,local,2021Rookie,本土,-,186,-,1997/05/08,萬能科大,加盟: 2021-22賽季 (新秀),,,2021-22,,,,,,,,,,
men,呂宗霖,5,SBL,beer,https://sleague.tw/player/oldRoster/308,active,local,,本土,-,175,-,1994/11/17,臺灣科大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,林柏豪,6,SBL,beer,https://sleague.tw/player/oldRoster/634,active,local,2020Rookie,本土,-,192,-,1997/01/08,康寧大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,黃泓諭,7,SBL,beer,https://sleague.tw/player/oldRoster/5939,active,local,2022Rookie,本土,-,185,-,1999/09/10,臺灣師大,2022 SBL 選秀 - #10 順位,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,簡肇熠,8,SBL,beer,https://sleague.tw/player/oldRoster/268,active,local,,本土,-,180,-,1993/07/12,文化大學,加盟: 2022-23賽季,,,2021-22,,,,,,,,,,
men,蔣浩文,9,SBL,beer,https://sleague.tw/player/oldRoster/7007,active,local,2023Rookie,本土,-,186,-,2001/07/14,臺灣師大,2022 SBL 選秀 - #2 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,曾品富,10,SBL,beer,https://sleague.tw/player/oldRoster/7008,active,local,2021Rookie,本土,-,195,-,1996/03/01,健行科大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,陳建銘,16,SBL,beer,https://sleague.tw/player/oldRoster/7010,active,local,2022Rookie,本土,-,176,-,1997/09/11,世新大學,加盟: 2023-24賽季,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,賴俊廷,17,SBL,beer,https://sleague.tw/player/oldRoster/5940,active,local,2022Rookie,本土,-,186,-,2000/07/07,Spire Academy,2022 SBL 選秀 - #7 順位,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,蓋比,18,SBL,beer,https://sleague.tw/player/oldRoster/5941,active,uba_import,2022Rookie,外籍生,-,195,-,1997/12/15,萬能科大,2022 SBL 選秀 - #3 順位,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,范士恩,42,SBL,beer,https://sleague.tw/player/oldRoster/285,active,local,,本土,-,198,-,1994/06/01,臺灣科大,加盟: 2023-24賽季,,,2021-22,,,,,,,,,,
men,呂蔡瑜倫,70,SBL,beer,https://sleague.tw/player/oldRoster/7011,active,local,2022Rookie,本土,-,191,-,1998/11/08,日本 仙台大學,加盟: 2023-24賽季,,,,,,,,,-,3,0.0,1.3,0.3
men,陳兆豪,89,SBL,beer,https://sleague.tw/player.html?sn=241,active,local,,本土,-,199,-,1992/06/12,高雄師大,交易 from 台灣大: 2014/09/12,,,,未知,,,,,,,,,
men,簡家暐,0,SBL,bank,https://sleague.tw/player/oldRoster/631,active,local,2020Rookie,本土,-,188,-,1998/07/29,臺灣師大,2020 SBL 選秀 - #7 順位,,,2022-23,2年,0,,續約2年,https://sports.ettoday.net/news/2271816,,,,,
men,郭振復,2,SBL,bank,https://sleague.tw/player/oldRoster/7003,active,local,2023Rookie,本土,F,192,-,2001/02/22,高雄師大,2023 SBL 選秀 - #3 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,陳侑昫,3,SBL,bank,https://sleague.tw/player/oldRoster/219,active,local,,本土,-,195,-,1990/10/01,義守大學,2014 SBL 選秀 - #8 順位,,,2022-23,1年,,,續約1年,https://sports.ettoday.net/news/2272567,,,,,
men,聶歐瑪,5,SBL,bank,https://sleague.tw/player/oldRoster/7004,active,uba_import,2021Rookie,外籍生,C,205,-,1998/05/15,政治大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,王偉丞,7,SBL,bank,https://sleague.tw/player/oldRoster/5901,active,local,2021Rookie,本土,G,180,-,1999/08/07,高雄師大,2021 SBL 選秀 - #2 順位,,2021Draft,2021-22,21' 新秀合約,,,,,,,,,
men,林哲霆,8,SBL,bank,https://sleague.tw/player/oldRoster/5936,active,local,2022Rookie,本土,G,183,-,1999/09/08,輔仁大學,加盟: 2022-23賽季 (新秀),,,2022-23,3年,1,,3年合約,https://tw.sports.yahoo.com/news/%E8%88%87%E5%8F%B0%E9%8A%80%E7%B0%BD%E4%B8%8B3%E5%B9%B4%E5%90%88%E7%B4%84-%E6%9E%97%E5%93%B2%E9%9C%86%E7%9B%BC%E6%89%93%E5%87%BA%E8%BA%AB%E5%83%B9-143935404.html,,,,,
men,林柏偉,9,SBL,bank,https://sleague.tw/player/oldRoster/279,active,local,,本土,-,187,-,1993/11/18,世新大學,加盟: 2019-20賽季,,,2021-22,,,,,,,,,,
men,周日騰,10,SBL,bank,https://sleague.tw/player/oldRoster/5935,active,local,2022Rookie,本土,F,193,-,2000/02/08,臺灣藝大,2022 SBL 選秀 - #8 順位,,2022Draft,2022-23,22' 新秀合約,,,,,,,,,
men,潘祥偉,11,SBL,bank,https://sleague.tw/player/oldRoster/313,active,local,,本土,-,190,-,1994/10/26,義守大學,加盟: 2020-21賽季,,,2022-23,2年,0,,續約2年,https://sports.ettoday.net/news/2272567,,,,,
men,張家禾,12,SBL,bank,https://sleague.tw/player/oldRoster/419,active,local,,本土,-,188,-,1996/12/15,臺灣藝大,2019 SBL 選秀 - #1 順位,,,2022-23,1年,,,續約1年,https://sports.ettoday.net/news/2272567,,,,,
men,王泰傑,13,SBL,bank,https://sleague.tw/player/oldRoster/265,active,local,,本土,-,188,-,1992/11/17,臺灣師大,加盟: 2019-20賽季,,,2022-23,2年,0,,續約2年,https://sports.ettoday.net/news/2271816,,,,,
men,郭翰,14,SBL,bank,https://sleague.tw/player/oldRoster/5928,active,local,2022Rookie,本土,C,195,116,1998/08/28,國立體大,加盟: 2024/08/01,bll,,2024-25,,,,,,完成簽約,22,4.0,3.5,0.7
men,桑一慶,17,SBL,bank,https://sleague.tw/player/oldRoster/7029,active,local,,本土,-,193,-,1990/12/01,臺灣師大,復出: 2023-24賽季,,,,未知,,,,,,,,,
men,林均濠,22,SBL,bank,https://sleague.tw/player/oldRoster/7005,active,local,2021Rookie,本土,F,193,-,1998/01/19,臺灣藝大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,高健益,24,SBL,bank,https://sleague.tw/player/oldRoster/192,active,local,,本土,-,185,-,1990/06/10,義守大學,加盟: 2018-19賽季,,,2022-23,2年,0,,續約2年,https://sports.ettoday.net/news/2271816,,,,,
men,曹立中,27,SBL,bank,https://sleague.tw/player/oldRoster/5902,active,local,2021Rookie,本土,-,190,-,1999/08/28,高雄師大,2021 SBL 選秀 - #6 順位,,2021Draft,2021-22,21' 新秀合約,,,,,,,,,
men,王詠誠,29,SBL,bank,https://ktown-aquas.com/team/135,active,local,2021Rookie,本土,F,196,92,1998/12/29,政治大學,加盟: 2024/08/01,aquas,,2024-25,,,,,,完成簽約,2,0.0,0.0,0.0
men,李維哲,58,SBL,bank,https://sleague.tw/player/oldRoster/191,active,local,,本土,-,179,-,1991/05/08,文化大學,加盟: 2013-14賽季 (新秀),,,,未知,,,,,,,,,
men,林仕軒,2,SBL,yulon,https://sleague.tw/player/oldRoster/6987,active,local,2021Rookie,本土,-,178,-,1998/12/28,臺灣師大,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,王翊帆,6,SBL,yulon,https://sleague.tw/player/oldRoster/6989,active,local,2023Rookie,本土,-,173,-,2000/11/19,輔仁大學,2023 SBL 選秀 - #4 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,涂亦含,7,SBL,yulon,https://sleague.tw/player/oldRoster/6990,active,local,2023Rookie,本土,-,189,-,2000/12/28,政治大學,2023 SBL 選秀 - #7 順位,,2023Draft,2023-24,23' 新秀合約,,,,,,,,,
men,東方譯慷,8,SBL,yulon,https://sleague.tw/player/oldRoster/6991,active,local,2021Rookie,本土,-,182,-,1997/10/12,Bishop Mora Salesian,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,吳彥侖,9,SBL,yulon,https://sleague.tw/player/oldRoster/7020,active,local,,本土,-,182,-,1997/06/18,義守大學,租借 from 獵鷹: 2024/01/04,,,,租借,,與T1獵鷹租借球員,租借,https://tw.sports.yahoo.com/news/sbl%E8%A3%95%E9%9A%86%E7%B0%BD%E8%B3%AD%E6%A1%88%E6%88%B0%E5%8A%9B%E5%A4%A7%E5%82%B7-t1%E7%8D%B5%E9%B7%B9%E6%9A%96%E5%BF%83%E4%BA%A4%E6%B5%81%E9%80%81%E5%87%BA4%E5%90%8D%E7%90%83%E5%93%A1-073018186.html,,,,,
men,楊承翰,11,SBL,yulon,https://sleague.tw/player/oldRoster/6992,active,local,2021Rookie,本土,-,186,-,1999/10/10,輔仁大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
men,鄭德維,12,SBL,yulon,https://sleague.tw/player/oldRoster/5466,active,local,2021Rookie,本土,-,193,-,1995/10/08,世新大學,加盟: 2023-24賽季,,,2023-24,,,,,,,,,,
