0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
wsbl,g30,2024/3/17,taiyuen,-,20,16,17,25,-,78,cathay,-,19,19,16,15,-,69
wsbl,g29,2024/3/17,power,-,19,15,8,17,-,59,telecom,-,4,21,10,18,-,53
wsbl,g28,2024/3/16,taiyuen,-,21,23,19,12,-,75,telecom,-,13,20,16,17,-,66
wsbl,g27,2024/3/16,cathay,-,20,23,16,15,-,74,power,-,15,18,21,18,-,72
wsbl,g26,2024/3/15,taiyuen,-,17,23,24,19,-,83,power,-,18,18,4,8,-,48
wsbl,g25,2024/3/15,cathay,-,23,23,15,31,-,92,telecom,-,13,17,26,13,-,69
wsbl,g24,2024/3/10,cathay,-,22,17,20,21,-,80,taiyuen,-,17,16,19,17,-,69
wsbl,g23,2024/3/10,power,-,12,17,19,15,-,63,telecom,-,19,11,19,12,-,61
wsbl,g22,2024/3/9,taiyuen,-,22,10,20,15,-,67,telecom,-,17,18,12,12,-,59
wsbl,g21,2024/3/9,power,-,21,17,10,9,-,57,cathay,-,18,9,18,10,-,55
wsbl,g20,2024/3/8,taiyuen,-,17,17,24,18,-,76,power,-,12,16,17,17,-,62
wsbl,g19,2024/3/8,telecom,-,10,16,19,25,-,70,cathay,-,10,14,20,13,-,57
wsbl,g18,2024/2/4,taiyuen,-,22,17,22,17,-,78,cathay,-,18,14,16,12,-,60
wsbl,g17,2024/2/4,telecom,-,22,10,21,18,-,71,power,-,10,16,15,20,-,61
wsbl,g16,2024/2/3,taiyuen,-,23,26,15,14,-,78,telecom,-,16,19,15,16,-,66
wsbl,g15,2024/2/3,cathay,-,20,25,21,21,-,87,power,-,13,21,12,14,-,60
wsbl,g14,2024/2/2,taiyuen,-,20,19,22,13,-,74,power,-,21,8,10,17,-,56
wsbl,g13,2024/2/2,cathay,-,28,21,17,16,-,82,telecom,-,18,14,19,23,-,74
wsbl,g12,2024/1/28,taiyuen,-,17,16,19,21,-,73,cathay,-,23,15,9,19,-,66
wsbl,g11,2024/1/28,telecom,-,26,19,22,12,-,79,power,-,10,17,26,18,-,71
wsbl,g10,2024/1/27,cathay,-,10,30,25,15,-,80,telecom,-,16,20,22,18,-,76
wsbl,g9,2024/1/27,taiyuen,-,30,16,16,23,-,85,power,-,15,13,16,9,-,53
wsbl,g8,2024/1/26,cathay,-,22,16,18,20,-,76,power,-,22,19,16,14,-,71
wsbl,g7,2024/1/26,taiyuen,-,21,17,15,20,-,73,telecom,-,15,14,10,17,-,56
wsbl,g6,2024/1/21,cathay,-,23,19,12,14,-,68,telecom,-,18,13,6,12,-,49
wsbl,g5,2024/1/21,taiyuen,-,21,17,22,12,-,72,power,-,12,12,15,17,-,56
wsbl,g4,2024/1/20,cathay,-,18,15,23,22,-,78,power,-,23,11,13,14,-,61
wsbl,g3,2024/1/20,taiyuen,-,21,21,10,21,-,73,telecom,-,11,13,23,15,-,62
wsbl,g2,2024/1/19,taiyuen,-,17,22,24,12,-,75,cathay,-,8,24,16,15,-,63
wsbl,g1,2024/1/19,telecom,-,14,19,13,14,-,60,power,-,14,15,14,14,-,57
